epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.28225,1.96982,nan,2.63421,2818.06,2325.73,6.0215,4.9695
1,3.20983,1.80122,nan,2.48397,2817.67,2325.51,6.02066,4.96903
