epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.22163,0.639356,nan,1.26439,79.3563,456.712,0.678259,3.90352
1,3.20158,0.632679,nan,1.27467,79.6098,456.986,0.680426,3.90586
