epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.28616,1.31878,nan,2.28365,27212.2,19634.8,58.1458,41.9547
1,3.21874,1.21695,nan,2.18349,27196.4,19625.4,58.112,41.9345
