epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.26065,1.27704,nan,2.20353,504.389,997.295,2.15551,4.26194
1,3.19505,1.20192,nan,2.1234,494.479,995.634,2.11316,4.25485
