epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.22715,0.814637,nan,1.29207,3630.69,9937.93,7.75789,21.2349
1,3.16656,0.799613,nan,1.34215,3687.89,10097.8,7.88011,21.5766
