epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25364,3.03486,nan,3.08494,462.084,1860.01,1.97472,7.94877
1,3.17052,2.81283,nan,2.97476,463.943,1873.36,1.98266,8.00582
