epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.2462,1.25367,nan,2.14343,175.311,450.561,0.374596,0.962738
1,3.19342,1.29374,nan,2.1234,175.263,450.181,0.374494,0.961924
