epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.22626,1.96938,nan,2.70433,948.709,2122.2,1.0125,2.26489
1,3.14623,2.04442,nan,3.45553,989.347,2207.15,1.05587,2.35555
