epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25223,0.00166667,3.25143,0.28,971.542,1528.5,0.0323847,0.0509499
1,3.25156,0.00166667,3.25083,0.28,971.725,1529.04,0.0323908,0.0509679
