epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.23616,2.38,nan,3.58,1987.15,545.483,0.264953,0.0727311
1,3.172,2.42833,nan,4.41,1987.08,545.09,0.264944,0.0726787
