epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25088,1.1268,nan,1.36218,226.497,677.699,0.967936,2.89615
1,3.18351,1.04167,nan,1.38221,224.237,678.251,0.958277,2.89851
