epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25976,2.91667,nan,3.4355,952.296,668.364,0.507891,0.356461
1,3.19249,2.71833,nan,3.42548,952.076,668.36,0.507774,0.356459
