epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.2367,0.866386,nan,1.29207,50.8973,176.633,0.21751,0.754841
1,3.19419,0.859709,nan,1.26202,50.5172,176.419,0.215885,0.753926
