epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25965,1.23197,nan,1.97316,61.3747,201.083,0.131143,0.429664
1,3.21916,1.21862,nan,1.93309,61.2413,201.057,0.130857,0.42961
