epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.27051,1.13682,nan,1.94285,27.4401,116.962,0.234531,0.999676
1,3.23496,1.0183,nan,1.88117,27.3746,116.887,0.233971,0.999031
