epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.2476,0.567575,nan,1.15184,56.5151,695.983,0.241518,2.97428
1,3.22766,0.537527,nan,1.10176,56.3948,695.902,0.241003,2.97394
