epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.23494,1.71441,nan,2.78446,219.588,600.385,0.469205,1.28287
1,3.16661,1.666,nan,2.88462,208.495,568.203,0.445503,1.21411
