epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.23109,1.72276,nan,2.79447,284.281,758.64,0.607438,1.62103
1,3.17307,1.62593,nan,2.91466,285.023,758.656,0.609023,1.62106
