epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25577,1.2904,nan,1.873,58.139,236.236,0.124229,0.504777
1,3.21384,1.21695,nan,1.88301,57.8716,235.471,0.123657,0.503142
