epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.28242,1.41226,nan,1.87089,107.132,850.566,0.915659,7.26979
1,3.21307,1.22529,nan,1.72697,107.154,850.871,0.91585,7.2724
