epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25331,2.81617,nan,3.3153,13852,5024.47,29.5983,10.7361
1,3.19739,2.84622,nan,3.4355,13816.9,5019.94,29.5234,10.7264
