epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.23775,1.52077,nan,2.43389,670.039,893.305,1.43171,1.90877
1,3.18261,1.42728,nan,2.43389,668.756,891.519,1.42897,1.90496
