epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.19604,3.15839,nan,4.63742,79.0934,492.628,0.338006,2.10525
1,3.13878,3.1033,nan,4.96795,76.7371,492.673,0.327936,2.10544
