epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.27122,1.59255,nan,2.00321,86.0551,460.48,0.183878,0.983931
1,3.21342,1.57585,nan,2.04327,85.8685,460.518,0.18348,0.984012
