epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.26103,1.83627,nan,3.35537,102.286,421.011,0.43712,1.79919
1,3.2004,1.78285,nan,3.60577,102.895,420.881,0.439723,1.79864
