epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.27488,0.993863,3.31943,1.21194,127.216,521.66,0.135769,0.556734
1,3.22235,0.847118,nan,1.18189,127.134,521.542,0.135682,0.556608
