epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25194,0.281667,nan,0.76,382.449,1185.22,0.0509932,0.15803
1,3.23116,0.283333,nan,0.76,383.009,1185.94,0.0510679,0.158125
