epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.23499,1.18189,nan,2.01322,276.437,990.61,1.18135,4.23337
1,3.155,1.14517,nan,2.09335,276.89,990.789,1.18329,4.23414
