epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.2574,0.63101,3.24801,1.33635,96.8161,1240.01,0.827488,10.5983
1,3.22939,0.587607,3.21972,1.35691,96.9073,1241.66,0.828267,10.6125
