epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.26112,1.70773,nan,2.21012,210.706,1274.05,1.8009,10.8894
1,3.174,1.50908,nan,1.94285,210.543,1274.12,1.79951,10.8899
