epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.19604,3.15839,nan,4.63742,279.979,569.994,1.19649,2.43587
1,3.13878,3.1033,nan,4.96795,281.539,570.391,1.20316,2.43757
