epoch,trainingLoss,trainingAccuracy,testLoss,testAccuracy,totalForwardTime,totalBackwardTime,batchForwardTime,batchBackwardTime
0,3.25743,1.52,nan,1.95312,190.891,315.08,0.101808,0.168043
1,3.2218,1.40167,nan,1.95312,190.973,315.155,0.101852,0.168082
